adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001564590-18-028923	1428439	ROKU, INC	4841	US	CA	SARATOGA	95070	12980 SARATOGA AVE.	SUITE D	408-446-1459	US	CA	SARATOGA	95070	12980 SARATOGA AVE.	SUITE D	US	DE	262087865	ROKU INC	20080228	4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:06:00.0	0	1	roku-20180930.xml	1	
0001564590-18-028924	1600125	MERIDIAN BANCORP, INC.	6021	US	MA	EAST BOSTON	02128	10 MERIDIAN STREET		(617) 567-1500	US	MA	EAST BOSTON	02128	10 MERIDIAN STREET		US	MD	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:07:00.0	0	1	ebsb-20180930.xml	1	
0001564590-18-028925	944745	CIVISTA BANCSHARES, INC.	6022	US	OH	SANDUSKY	44870	100 EAST WATER ST	P O BOX 5016	4196254121	US	OH	SANDUSKY	44870	100 EAST WATER ST	P O BOX 5016	US	OH	341558688	FIRST CITIZENS BANC CORP /OH	19950502	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:07:00.0	0	1	civb-20180930.xml	1	
0001564590-18-028926	1069308	ACER THERAPEUTICS INC.	2834	US	MA	NEWTON	02458	ONE GATEWAY CENTER (300 WASHINGTON ST.)	SUITE 351	(844) 902-6100	US	MA	NEWTON	02458	ONE GATEWAY CENTER (300 WASHINGTON ST.)	SUITE 351	US	DE	320426967	OPEXA THERAPEUTICS, INC.	20060616	4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:07:00.0	0	1	acer-20180930.xml	1	
0001564590-18-028934	1305253	EIGER BIOPHARMACEUTICALS, INC.	2836	US	CA	PALO ALTO	94306	2155 PARK BOULEVARD		650-279-9845	US	CA	PALO ALTO	94306	2155 PARK BOULEVARD				361004130	CELLADON CORP	20041005	4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:17:00.0	0	1	eigr-20180930.xml	1	
0001564590-18-028935	1619739	HESS MIDSTREAM PARTNERS LP	1311	US	TX	HOUSTON	77010	1501 MCKINNEY STREET		713-496-4000	US	TX	HOUSTON	77010	1501 MCKINNEY STREET		US	DE	364777695			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:17:00.0	0	1	hesm-20180930.xml	1	
0001564590-18-028936	31235	EASTMAN KODAK CO	3861	US	NY	ROCHESTER	14650-0910	343 STATE ST		7167244000	US	NY	ROCHESTER	14650	343 STATE STREET		US	NJ	160417150			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:17:00.0	0	1	kodk-20180930.xml	1	
0001564590-18-028938	1115128	QUOTIENT TECHNOLOGY INC.	7310	US	CA	MOUNTAIN VIEW	94043	400 LOGUE AVENUE		650-605-4600	US	CA	MOUNTAIN VIEW	94043	400 LOGUE AVENUE		US	DE	770485123	COUPONS.COM INC	20131023	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:18:00.0	0	1	quot-20180930.xml	1	
0001564590-18-028944	1374690	ZAFGEN, INC.	2834	US	MA	BOSTON	02114	175 PORTLAND STREET	4TH FLOOR	617-622-4003	US	MA	BOSTON	02114	175 PORTLAND STREET	4TH FLOOR	US	DE	203857670	ZAFGEN INC	20060906	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:31:00.0	0	1	zfgn-20180930.xml	1	
0001564590-18-028949	857737	ICONIX BRAND GROUP, INC.	3140	US	NY	NEW YORK	10018	1450 BROADWAY, 4TH FL		212-730-0030	US	NY	NEW YORK	10018	1450 BROADWAY, 4TH FL		US	DE	112481903	CANDIES INC	19930604	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:43:00.0	0	1	icon-20180930.xml	1	
0001564590-18-028953	1227500	EQUITY BANCSHARES INC	6022	US	KS	WICHITA	67207	7701 E. KELLOGG DRIVE, SUITE 200		316-612-6000	US	KS	WICHITA	67207	7701 E. KELLOGG DRIVE, SUITE 200		US	KS	000000000			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:44:00.0	0	1	eqbk-20180930.xml	1	
0001564590-18-028954	1691337	PCSB FINANCIAL CORP	6036	US	NY	YORKTOWN HEIGHTS	10598	2651 STRANG BOULEVARD	SUITE 100	914-248-7272	US	NY	YORKTOWN HEIGHTS	10598	2651 STRANG BOULEVARD	SUITE 100	US	MD	000000000			2-ACC	0	0630	10-Q	20180930	2019	Q1	20181109	2018-11-09 16:46:00.0	0	1	pcsb-20180930.xml	1	
0001564590-18-028955	1575793	ENERGOUS CORP	3663	US	CA	SAN JOSE	95134	3590 NORTH FIRST STREET	SUITE 210	(408) 963-0200	US	CA	SAN JOSE	95134	3590 NORTH FIRST STREET	SUITE 210	US	DE	461318953	DVINEWAVE INC.	20130501	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:46:00.0	0	1	watt-20180930.xml	1	
0001564590-18-028957	1616314	MEDEQUITIES REALTY TRUST, INC.	6798	US	TN	NASHVILLE	37203	3100 WEST END AVENUE	SUITE 1000	(615) 324-7822	US	TN	NASHVILLE	37203	3100 WEST END AVENUE	SUITE 1000	US	MD	465477146			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:57:00.0	0	1	mrt-20180930.xml	1	
0001564590-18-028962	1287865	MEDICAL PROPERTIES TRUST INC	6798	US	AL	BIRMINGHAM	35242	1000 UBRAN CENTER DRIVE	SUITE 501	205-969-3755	US	AL	BIRMINGHAM	35242	1000 URBAN CENTER DRIVE	SUITE 501	US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 17:07:00.0	0	1	mpw-20180930.xml	2	1524607
0001564590-18-028963	927720	SPANISH BROADCASTING SYSTEM INC	4832	US	FL	MIAMI	33166	PABLO RAUL ALARCON MEDIA CENTER	7007 NW 77TH AVENUE	3054416901	US	FL	MIAMI	33166	PABLO RAUL ALARCON MEDIA CENTER	7007 NW 77TH AVENUE	US	DE	133827791			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 17:08:00.0	0	1	sbsaa-20180930.xml	1	
0001564590-18-028968	1142412	MISSION BROADCASTING INC	4833	US	OH	WESTLAKE	44145	30400 DETROIT RD	SUITE 304	440-526-2227	US	OH	WESTLAKE	44145	30400 DETROIT RD	SUITE 304	US	DE	510388022	MISSION BROADCASTING OF WICHITA FALLS INC	20010611	4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 17:14:00.0	0	1	mbcc-10q_20180930_htm.xml	1	
0001564590-18-028969	1674930	FULGENT GENETICS, INC.	8071	US	CA	TEMPLE CITY	91780	4978 SANTA ANITA AVENUE, SUITE 205		626-350-0537	US	CA	TEMPLE CITY	91780	4978 SANTA ANITA AVENUE, SUITE 205		US	DE	812621304	FULGENT DIAGNOSTICS, INC.	20160517	4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 17:14:00.0	0	1	flgt-20180930.xml	1	
0001564590-18-028976	1019737	NAVIGANT CONSULTING INC	8742	US	IL	CHICAGO	60606	150 NORTH RIVERSIDE PLAZA	SUITE 2100	312-573-5650	US	IL	CHICAGO	60606	150 NORTH RIVERSIDE PLAZA	SUITE 2100	US	DE	364094854	METZLER GROUP INC	19960826	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 17:26:00.0	0	1	nci-20180930.xml	1	
0001564590-18-028977	1550453	TRILINC GLOBAL IMPACT FUND LLC	6199	US	CA	MANHATTAN BEACH	90266	1230 Rosecrans Ave	Suite 605	310-997-0580	US	CA	Manhattan Beach	90266	1230 Rosecrans Ave	Suite 605	US	DE	364732802			4-NON	0	1231	10-Q	20180630	2018	Q2	20181109	2018-11-09 17:27:00.0	0	1	trilinc-20180630.xml	1	
0001564590-18-028982	1404281	NOVUS THERAPEUTICS, INC.	2834	US	CA	IRVINE	92612	19900 MACARTHUR BLVD.	SUITE 550	949-238-8090	US	CA	IRVINE	92612	19900 MACARTHUR BLVD.	SUITE 550	US	DE	000000000	TOKAI PHARMACEUTICALS INC	20070622	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-09 17:46:00.0	0	1	nvus-20180930.xml	1	
0001564590-18-028989	1036044	IDENTIV, INC.	3577	US	CA	FREMONT	94538	2201 WALNUT AVENUE	SUITE 100	949-250-8888	US	CA	FREMONT	94538	2201 WALNUT AVENUE	SUITE 100	US	DE	770444317	IDENTIVE GROUP, INC.	20100616	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-09 18:03:00.0	0	1	inve-20180930.xml	1	
0001564590-18-028994	1702750	BYLINE BANCORP, INC.	6022							773-244-7000	US	IL	CHICAGO	60601	180 NORTH LASALLE STREET, SUITE 300				363012593			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-09 18:14:00.0	0	1	by-20180930.xml	1	
0001564590-18-029062	1437958	COASTAL FINANCIAL CORP	6022	US	WA	EVERETT	98201	2817 COLBY AVENUE		425-257-1652	US	WA	EVERETT	98201	2817 COLBY AVENUE		US	WA	000000000			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 06:10:00.0	0	1	ck0001437958-20180930.xml	1	
0001564590-18-029064	1615165	VERITONE, INC.	7374	US	CA	COSTA MESA	92626	575 ANTON BOULEVARD		888-507-1737	US	CA	COSTA MESA	92626	575 ANTON BOULEVARD		US	DE	471161641			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 06:10:00.0	0	1	veri-20180930.xml	1	
0001564590-18-029069	1082506	GREAT ELM CAPITAL GROUP, INC.	7372	US	MA	WALTHAM	02453	800 SOUTH STREET	SUITE 230	(617) 375-3006	US	MA	WALTHAM	02453	800 SOUTH STREET	SUITE 230	US	DE	943219054	UNWIRED PLANET, INC.	20120504	2-ACC	0	0630	10-Q	20180930	2019	Q1	20181113	2018-11-13 06:16:00.0	0	1	gec-20180930.xml	1	
0001564590-18-029080	1054721	BSQUARE CORP /WA	7389	US	WA	BELLEVUE	98004	110    110TH AVENUE NE, SUITE 300		4255195900	US	WA	BELLEVUE	98004	110    110TH AVENUE NE, SUITE 300		US	WA	911650880			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 06:31:00.0	0	1	bsqr-20180930.xml	1	
0001564590-18-029081	1668243	UROGEN PHARMA LTD.	2834	IL		RA'ANANA	4365007	9 HA'TA'ASIYA ST		972 9 770 7601	IL		RA'ANANA	4365007	9 HA'TA'ASIYA ST		IL		000000000				0	1231	6-K	20180930	2018	Q3	20181113	2018-11-13 06:34:00.0	0	1	urgn-20180930.xml	1	
0001564590-18-029110	1718108	SURFACE ONCOLOGY, INC.	2836	US	MA	CAMBRIDGE	02139	50 HAMPSHIRE STREET, 8TH FLOOR		617-714-4096	US	MA	CAMBRIDGE	02139	50 HAMPSHIRE STREET, 8TH FLOOR		US	DE	000000000			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 07:13:00.0	0	1	surf-20180930.xml	1	
0001564590-18-029118	1707502	SOLID BIOSCIENCES INC.	2836	US	MA	CAMBRIDGE	02139	141 PORTLAND STREET, FIFTH FLOOR		617-337-4682	US	MA	CAMBRIDGE	02139	141 PORTLAND STREET, FIFTH FLOOR				900943402	SOLID BIOSCIENCES, LLC	20170524	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 07:23:00.0	0	1	sldb-20180930.xml	1	
0001564590-18-029120	98222	TIDEWATER INC	4400	US	TX	HOUSTON	77072	6002 ROGERDALE ROAD	SUITE 600	7134705300	US	TX	HOUSTON	77072	6002 ROGERDALE ROAD	SUITE 600	US	DE	720487776	TIDEWATER MARINE SERVICE INC	19780724	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 07:28:00.0	0	1	tdw-20180930.xml	1	
0001564590-18-029125	1205922	VACCINEX, INC.	2834	US	NY	ROCHESTER	14620	1895 MOUNT HOPE AVE		585-271-2700	US	NY	ROCHESTER	14620	1895 MOUNT HOPE AVE		US	DE	161603202	VACCINEX INC	20021114	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 07:33:00.0	0	1	ck0001205922-20180930.xml	1	
0001564590-18-029127	1492422	APELLIS PHARMACEUTICALS, INC.	2834	US	KY	CRESTWOOD	40014	6400 WESTWIND WAY	SUITE A	502-241-4114	US	KY	CRESTWOOD	40014	6400 WESTWIND WAY	SUITE A	US	DE	271537290			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 07:42:00.0	0	1	apls-20180930.xml	1	
0001564590-18-029128	1532286	NINE ENERGY SERVICE, INC.	1389	US	TX	HOUSTON	77019	2001 KIRBY DRIVE	SUITE 200	(713) 227-7888	US	TX	HOUSTON	77019	2001 KIRBY DRIVE	SUITE 200	US	DE	800759121	NSC-TRIPOINT, INC.	20111007	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 07:43:00.0	0	1	nine-20180930.xml	1	
0001564590-18-029135	1401914	DARE BIOSCIENCE, INC.	2834	US	CA	SAN DIEGO	92122	3655 NOBEL DRIVE	SUITE 260	858-926-7655	US	CA	SAN DIEGO	92122	3655 NOBEL DRIVE	SUITE 260	US	DE	204139823	CERULEAN PHARMA INC.	20090714	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 08:02:00.0	0	1	dare-20180930.xml	1	
0001564590-18-029139	1667633	FORTY SEVEN, INC.	2834	US	CA	MENLO PARK	94025	1490 O'BRIEN DRIVE, SUITE A		(650) 352-4150	US	CA	MENLO PARK	94025	1490 O'BRIEN DRIVE, SUITE A		US	DE	474065674			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 08:13:00.0	0	1	ftsv-20180930.xml	1	
0001564590-18-029140	1604950	SCPHARMACEUTICALS INC.	2834	US	MA	BURLINGTON	01803	2400 DISTRICT AVENUE	SUITE 310	617-517-0730	US	MA	BURLINGTON	01803	2400 DISTRICT AVENUE	SUITE 310	US	DE	465184075			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 08:24:00.0	0	1	scph-20180930.xml	1	
0001564590-18-029141	1178253	SCYNEXIS INC	2834	US	NJ	JERSEY CITY	07302-6548	1 EVERTRUST PLAZA	13TH FLOOR	201-884-5485	US	NJ	JERSEY CITY	07302-6548	1 EVERTRUST PLAZA	13TH FLOOR			562181648			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 08:46:00.0	0	1	scyx-20180930.xml	1	
0001564590-18-029149	1499422	RBB BANCORP	6022	US	CA	LOS ANGELES	90017	660 SOUTH FIGUEROA STREET	SUITE 1888	213-533-7918	US	CA	LOS ANGELES	90017	660 SOUTH FIGUEROA STREET	SUITE 1888	US	CA	272776416			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 09:28:00.0	0	1	rbb-20180930.xml	1	
0001564590-18-029153	88000	SCOTT'S LIQUID GOLD - INC.	2844	US	CO	DENVER	80239	4880 HAVANA ST	SUITE 400	3033734860	US	CO	DENVER	80239	4880 HAVANA ST	SUITE 400	US	CO	840920811	SCOTTS LIQUID GOLD INC	19920703	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 09:37:00.0	0	1	slgd-20180930.xml	1	
0001564590-18-029202	815917	JONES FINANCIAL COMPANIES LLLP	6211	US	MO	DES PERES	63131	12555 MANCHESTER ROAD		3145152000	US	MO	DES PERES	63131	12555 MANCHESTER ROAD		US	MO	431450818	JONES FINANCIAL COMPANIES LP LLP	19980514	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 12:14:00.0	0	1	ck0000815917-20180928.xml	1	
0001564590-18-029217	1514732	SAEXPLORATION HOLDINGS, INC.	1382	US	TX	HOUSTON	77079	1160 DAIRY ASHFORD RD.	SUITE 160	281-258-4400	US	TX	HOUSTON	77079	1160 DAIRY ASHFORD RD.	SUITE 160	US	DE	274867100	TRIO MERGER CORP.	20110307	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 13:07:00.0	0	1	saex-20180930.xml	1	
0001564590-18-029221	885568	OLD DOMINION ELECTRIC COOPERATIVE	4911	US	VA	GLEN ALLEN	23060	INNSBROOK CORPORATE CNTR	4201 DOMINION BLVD	8047470592	US	VA	GLEN ALLEN	23060	4201 DOMINION BLVD		US	VA	237048405			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 13:14:00.0	0	1	cik0000885568-20180930.xml	1	
0001564590-18-029224	1609065	PATHFINDER BANCORP, INC.	6022	US	NY	OSWEGO	13126	214 WEST FIRST STREET		(315) 343-0057	US	NY	OSWEGO	13126	214 WEST FIRST STREET				383941859			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 13:17:00.0	0	1	pbhc-20180930.xml	1	
0001564590-18-029226	1353282	MANAGED FUTURES PREMIER WARRINGTON L.P.	6221	US	TX	DALLAS	75201	C/O WARRINGTON GP, LLC	200 CRESCENT COURT, SUITE 520	214-230-2103	US	TX	DALLAS	75201	C/O WARRINGTON GP, LLC	200 CRESCENT COURT, SUITE 520	US	NY	203845577	WARRINGTON FUND LP	20090928	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 13:21:00.0	0	1	ck0001353282-20180930.xml	1	
0001564590-18-029246	1448038	REDWOOD MORTGAGE INVESTORS IX	6500	US	CA	SAN MATEO	94402	177 BOVET ROAD	SUITE 520	650-365-5341	US	CA	SAN MATEO	94402	177 BOVET ROAD	SUITE 520	US	DE	000000000			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 14:11:00.0	0	1	ck0001448038-20180930.xml	1	
0001564590-18-029247	889123	REDWOOD MORTGAGE INVESTORS VIII	6500	US	CA	SAN MATEO	94402	177 BOVET ROAD	SUITE 520	650-365-5341	US	CA	SAN MATEO	94402	177 BOVET ROAD	SUITE 520	US	CA	943158788			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 14:12:00.0	0	1	ck0000889123-20180930.xml	1	
0001564590-18-029287	319016	FUSE MEDICAL, INC.	5047	US	TX	RICHARDSON	75080	1565 NORTH CENTRAL EXPRESSWAY	SUITE 220	469-862-3030	US	TX	RICHARDSON	75080	1565 NORTH CENTRAL EXPRESSWAY	SUITE 220	US	DE	591224913	GOLF ROUNDS COM INC	19991126	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 15:55:00.0	0	1	fzmd-20180930.xml	1	
0001564590-18-029292	1174940	ORAGENICS INC	2834	US	FL	TAMPA	33634	4902 EISENHOWER BLVD	SUITE 125	8132867900	US	FL	TAMPA	33634	4902 EISENHOWER BLVD	SUITE 125	US	FL	593410522			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:02:00.0	0	1	ogen-20180930.xml	1	
0001564590-18-029294	1722010	OP BANCORP	6022	US	CA	LOS ANGELES	90017	1000 WILSHIRE BLVD., SUITE 500		213-892-1192	US	CA	LOS ANGELES	90017	1000 WILSHIRE BLVD., SUITE 500		US	CA	813114676			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:02:00.0	0	1	opbk-20180930.xml	1	
0001564590-18-029297	1661998	HOMOLOGY MEDICINES, INC.	2834	US	MA	BEDFORD	01730	45 WIGGINS AVE.		857-305-1825	US	MA	BEDFORD	01730	45 WIGGINS AVE.		US	DE	473468154			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:02:00.0	0	1	fixx-20180930.xml	1	
0001564590-18-029299	1499717	STAFFING 360 SOLUTIONS, INC.	7363	US	NY	NEW YORK	10022	641 LEXINGTON AVENUE	27TH FLOOR	646-507-5710	US	NY	NEW YORK	10022	641 LEXINGTON AVENUE	27TH FLOOR	US	NY	680680859	GOLDEN FORK CORP	20100820	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:03:00.0	0	1	staf-20180929.xml	1	
0001564590-18-029301	1575428	STRATEGIC STORAGE GROWTH TRUST, INC.	6798	US	CA	LADERA RANCH	92694	10 TERRACE ROAD		949 429 6600	US	CA	LADERA RANCH	92694	10 TERRACE ROAD		US	MD	462335760	STRATEGIC STORAGE OPPORTUNITY TRUST, INC.	20130426	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:05:00.0	0	1	ck0001575428-20180930.xml	1	
0001564590-18-029304	1658247	CRINETICS PHARMACEUTICALS, INC.	2834	US	CA	SAN DIEGO	92121	10222 BARNES CANYON ROAD, BLDG. #2		858-450-6464	US	CA	SAN DIEGO	92121	10222 BARNES CANYON ROAD, BLDG. #2		US	DE	263744114			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:07:00.0	0	1	crnx-20180930.xml	1	
0001564590-18-029305	1723866	SELECT INTERIOR CONCEPTS, INC.	1520	US	CA	ANAHEIM	92807	4900 EAST HUNTER AVENUE		(888)701-4737	US	CA	ANAHEIM	92807	4900 EAST HUNTER AVENUE		US	DE	474640296			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:07:00.0	0	1	ck0001723866-20180930.xml	1	
0001564590-18-029309	1720821	GORES HOLDINGS III, INC.	6770	US	CA	BEVERLY HILLS	90210	C/O THE GORES GROUP	9800 WILSHIRE BOULEVARD	310-209-3010	US	CA	BEVERLY HILLS	90210	C/O THE GORES GROUP	9800 WILSHIRE BOULEVARD	US	DE	823173473			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:12:00.0	0	1	grsh-20180930.xml	1	
0001564590-18-029310	1403708	EVOKE PHARMA INC	2834	US	CA	SOLANA BEACH	92075	420 STEVENS AVENUE	SUITE 370	858-345-1494	US	CA	SOLANA BEACH	92075	420 STEVENS AVENUE	SUITE 370	US	DE	208447886			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:12:00.0	0	1	evok-20180930.xml	1	
0001564590-18-029312	1711929	STARWOOD REAL ESTATE INCOME TRUST, INC.	6798	US	FL	MIAMI BEACH	33139	1601 WASHINGTON AVENUE, SUITE 800		305-695-5500	US	FL	MIAMI BEACH	33139	1601 WASHINGTON AVENUE, SUITE 800		US	MD	822023409			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:15:00.0	0	1	ck0001711929-20180930.xml	1	
0001564590-18-029315	1591096	PRESBIA PLC	3841	IE		DUBLIN	00000	SANDYFORD OFFICE CENTRE, SUITE 7	17 CORRIG ROAD	353-1-551-1487	IE		DUBLIN	00000	SANDYFORD OFFICE CENTRE, SUITE 7	17 CORRIG ROAD	IE		000000000	PRESBIA IRELAND, LTD	20131105	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:17:00.0	0	1	lens-20180930.xml	1	
0001564590-18-029316	1645460	CUE BIOPHARMA, INC.	2834	US	MA	CAMBRIDGE	02142	675 W. KENDALL STREET		617-949-2680	US	MA	CAMBRIDGE	02142	675 W. KENDALL STREET		US	DE	473324577	IMAGEN BIOPHARMA, INC.	20150617	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:19:00.0	0	1	cue-20180930.xml	1	
0001564590-18-029323	1680232	STRATEGIC STORAGE TRUST IV, INC.	6798	US	CA	LADERA RANCH	92694	10 TERRACE ROAD		949 429 6600	US	CA	LADERA RANCH	92694	10 TERRACE ROAD		US	MD	812847976			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:29:00.0	0	1	ck0001680232-20180930.xml	1	
0001564590-18-029326	1527599	SYNLOGIC, INC.	2834	US	MA	CAMBRIDGE	02142	301 BINNEY STREET	SUITE 402	617-401-9975	US	MA	CAMBRIDGE	02142	301 BINNEY STREET	SUITE 402	US	DE	261824804	MIRNA THERAPEUTICS, INC.	20110809	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:32:00.0	0	1	sybx-20180930.xml	1	
0001564590-18-029327	1720580	RESTORBIO, INC.	2834	US	MA	BOSTON	02116	500 BOYLSTON STREET	12TH FLOOR	617-482-2333	US	MA	BOSTON	02116	500 BOYLSTON STREET	12TH FLOOR	US	DE	813305277			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:32:00.0	0	1	torc-20180930.xml	1	
0001564590-18-029328	872912	DELCATH SYSTEMS, INC.	3841	US	NY	NEW YORK	10019	1633 BROADWAY	SUITE 22C	(212) 489-2100	US	NY	NEW YORK	10019	1633 BROADWAY	SUITE 22C	US	DE	061245881	DELCATH SYSTEMS INC	19990607	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:32:00.0	0	1	dcth-20180930.xml	1	
0001564590-18-029332	1183765	MOLECULAR TEMPLATES, INC.	2834	US	TX	AUSTIN	78729	9301 AMBERGLEN BLVD	SUITE 100	512 896 1555	US	TX	AUSTIN	78729	9301 AMBERGLEN BLVD	SUITE 100	US	DE	943409596	THRESHOLD PHARMACEUTICALS INC	20020828	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:37:00.0	0	1	mtem-20180930.xml	1	
0001564590-18-029333	1739936	SVMK INC.	7370	US	CA	SAN MATEO	94403	ONE CURIOSITY WAY		650-543-8400	US	CA	SAN MATEO	94403	ONE CURIOSITY WAY		US	DE	800765058			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:37:00.0	0	1	svmk-20180930.xml	1	
0001564590-18-029334	1585389	STRATEGIC STORAGE TRUST II, INC.	6798	US	CA	LADERA RANCH	92694	10 TERRACE ROAD		949 429 6600	US	CA	LADERA RANCH	92694	10 TERRACE ROAD		US	MD	461722812			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:40:00.0	0	1	ck0001585389-20180930.xml	1	
0001564590-18-029339	1740332	RESIDEO TECHNOLOGIES, INC.	5072	US	NJ	MORRIS PLAINS	07950	C/O 115 TABOR ROAD		973-455-2000	US	NJ	MORRIS PLAINS	07950	C/O 115 TABOR ROAD		US	DE	825318796	HH SPINCO INC.	20180510	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:50:00.0	0	1	rezi-20180930.xml	1	
0001564590-18-029347	1740547	UROVANT SCIENCES LTD.	2834	US	CA	IRVINE	92617	5151 CALIFORNIA AVENUE	SUITE 250	949-226-6029	US	CA	IRVINE	92617	5151 CALIFORNIA AVENUE	SUITE 250	BM		000000000			4-NON	0	0331	10-Q	20180930	2019	Q2	20181113	2018-11-13 17:01:00.0	0	1	urov-20180930.xml	1	
0001564590-18-029348	1442236	QUEST RESOURCE HOLDING CORP	7359	US	TX	THE COLONY	75056	3481 PLANO PARKWAY		972-464-0004	US	TX	THE COLONY	75056	3481 PLANO PARKWAY		US	NV	510665952	INFINITY RESOURCES HOLDINGS CORP.	20121030	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 17:07:00.0	0	1	qrhc-20180930.xml	1	
0001564590-18-029351	1662972	BLACKSTONE REAL ESTATE INCOME TRUST, INC.	6798	US	NY	NEW YORK	10154	345 PARK AVENUE		212-583-5000	US	NY	NEW YORK	10154	345 PARK AVENUE		US	MD	810696966	ROYAL BLUE TRUST, INC.	20160106	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 17:25:00.0	0	1	breit-20180930.xml	1	
